0,0.369059,-0.0942608
0,-0.348824,0.411732
0,1.20666,2.1785
0,1.91045,-1.23369
0,-0.736378,0.55222
0,2.19668,1.0766
0,0.770969,1.48339
0,-1.21985,-0.574933
0,1.30493,-1.3572
0,-1.58148,-0.540855
0,0.601223,-0.337915
0,-0.48322,0.627879
0,-0.449922,0.710238
0,-0.821751,0.278925
0,1.84939,0.8022
0,1.15962,0.514555
0,-0.716728,-0.942728
0,1.3408,0.387051
0,-1.9249,-1.5878
0,-0.269355,-0.0505529
0,0.443836,0.870856
0,1.77347,0.893397
0,0.710683,-0.687061
0,-1.61004,2.44932
0,1.62967,1.59156
0,1.42791,0.415209
0,0.91904,-0.993812
0,0.313345,-0.824996
0,0.450521,0.885784
0,0.338649,0.415861
0,-0.473907,0.50565
0,-1.65545,1.38796
0,-2.09129,-0.653149
0,0.0386655,-1.03479
0,0.686109,1.38024
0,-1.39308,1.35477
0,2.2482,-1.2385
0,-0.187993,0.296668
0,-0.912093,0.447015
0,0.727593,-0.878741
0,0.519604,0.26711
0,1.24788,-0.502276
0,0.392492,-0.959919
0,0.899666,0.116205
0,-1.35723,-0.82855
0,-1.11665,-0.165154
0,-0.113629,-0.546436
0,-0.990491,-1.11854
0,-0.160073,-0.311724
0,-0.999734,-0.658133
0,-0.0490477,-0.476728
0,0.652123,-0.285955
0,1.35039,-0.290864
0,-0.369584,-1.3686
0,-0.560772,0.119886
0,0.662407,0.578532
0,0.0681277,-0.314038
0,0.661896,1.53722
0,-0.304915,0.301907
0,0.16703,-1.35939
0,-0.0860264,0.378853
0,0.391317,1.22084
0,2.3533,1.18195
0,0.934369,0.906289
0,-0.0245705,0.77343
0,-0.392817,0.152502
0,-0.246766,-0.0110367
0,0.0975054,-0.312863
0,-0.51408,1.40469
0,-0.0871155,1.17626
0,0.589031,-1.56365
0,-1.0484,0.532395
0,-1.13987,-0.493902
0,0.0473883,1.18978
0,0.965637,-0.633198
0,-0.474378,0.31646
0,-0.957795,2.25477
0,1.34995,1.08198
0,1.10573,0.85869
0,-0.121291,-3.35416
0,-1.02559,0.945532
0,0.154835,-2.16801
0,-0.572486,-2.06822
0,-1.69005,-0.749672
0,1.19567,0.735347
0,-0.317961,0.737722
0,-0.295421,1.29603
0,-0.91854,-0.414195
0,-0.94067,-0.130629
0,0.143835,0.735344
0,-0.598372,0.998049
0,-0.827131,0.68414
0,0.301909,0.230697
0,-1.7752,-0.470273
0,0.0748722,-1.002
0,1.05158,-1.78768
0,-0.703132,0.456874
0,-1.07641,-0.291375
0,-0.163189,1.68767
0,-0.405419,-1.15388
0,-0.208095,2.14451
0,0.65326,-0.197264
0,0.0698351,0.867203
0,0.653202,0.128089
0,-2.14266,-0.371878
0,-1.10617,0.76146
0,-0.0719289,0.65489
0,0.0397391,-0.43806
0,-1.07561,-1.16806
0,-0.473274,0.3323
0,1.03746,0.877042
0,0.186945,-1.85374
0,1.0315,-0.616912
0,1.97127,-0.100771
0,-0.924376,0.790843
0,0.719057,-1.06207
0,-0.231111,0.0613549
0,-1.48218,-0.213082
0,-0.673587,-0.346563
0,2.51139,-2.03701
0,-1.68472,-0.211974
0,-0.167128,1.41943
0,-0.456419,-1.81965
0,0.491515,-0.61526
0,0.877,0.364835
0,-0.466983,1.18842
0,1.30675,-0.209963
0,1.24387,0.876488
0,-0.118838,-1.7023
0,-0.0830593,1.20036
0,-1.23106,0.664479
0,0.377786,-1.80856
0,-1.19614,-0.631133
0,0.716716,-0.681976
0,1.41768,0.208314
0,-0.650424,0.287292
0,0.085747,1.43042
0,0.583962,0.322006
0,-0.0689209,-1.225
0,0.213602,-0.664789
0,-0.530212,0.745628
0,0.00709274,1.95533
0,-0.977992,-1.283
0,-0.685253,1.99854
0,2.27305,-0.466271
0,0.249177,-0.246449
0,-0.608467,1.84633
0,0.95485,1.74658
0,0.337707,-0.404613
0,0.396795,-0.311427
0,-2.27094,1.41973
0,1.11217,-0.514129
0,0.148057,-0.52396
0,-0.71031,-0.327705
0,-1.66932,0.428589
0,-1.21121,0.630816
0,1.52113,-0.393125
0,1.39683,-1.87816
0,2.37802,0.235584
0,0.0463393,0.351675
0,0.838428,0.0212493
0,0.0575981,0.790161
0,-1.8017,-0.389788
0,0.00662847,-1.42279
0,0.419131,0.249565
0,-1.12703,2.67623
0,1.40432,1.06483
0,0.45253,1.14537
0,0.651787,-0.81668
0,-0.0936253,-1.25392
0,-0.263716,-0.789699
0,-1.22118,-1.80249
0,-0.455043,0.201628
0,1.31184,0.184543
0,0.0584649,0.0536617
0,-1.95545,-1.37381
0,0.273562,-0.442493
0,0.473843,-0.355236
0,-0.444984,0.240437
0,0.606689,0.0741086
0,0.163695,-1.1242
0,0.938916,-0.262179
0,0.583758,0.946402
0,0.496083,-0.0684866
0,-1.06381,-0.13943
0,-1.1146,-0.218165
0,-0.399577,-0.170378
0,-1.11644,-1.26446
0,1.6685,-1.88402
0,-2.16837,-0.249416
0,0.116179,0.530043
0,-0.365572,1.79099
0,-0.697603,-0.362149
0,-0.428527,-0.371484
0,0.565401,-1.31183
0,-0.710565,0.524583
0,0.079179,0.761943
0,-0.464858,-0.370847
0,-0.269334,-0.712511
0,-0.087178,1.05564
0,-0.0807673,0.0329963
0,-0.236877,-1.43688
0,2.51695,1.75632
0,-0.657422,2.43428
0,-0.787251,-1.0778
0,0.232876,1.05861
0,0.381024,-0.830163
0,-0.234499,1.16213
0,2.47979,1.45813
0,-1.11517,-0.0273983
0,1.29264,1.08028
0,-1.00578,-0.490271
0,0.320888,-0.247527
0,-0.714194,0.375653
0,0.245123,-0.901427
0,1.22411,-0.0920605
0,0.934661,-0.903035
0,1.39441,0.382672
0,-0.431008,-0.402806
0,2.43125,1.21396
0,-0.0907645,-0.679628
0,-1.16791,-0.288691
0,-0.845702,-0.287924
0,2.60739,-1.28179
0,0.984088,-0.850356
0,-0.473579,-1.67222
0,-1.28323,0.0652654
0,0.890999,1.28783
0,-1.40242,1.68412
0,-0.105886,-1.06929
0,0.17805,-0.82576
0,1.62229,0.12977
0,-1.30509,-0.820545
0,0.372291,-0.30381
0,0.79797,-0.609134
0,-0.894407,-0.572092
0,0.510758,0.321357
0,0.878431,-0.718542
0,1.30253,0.608005
0,0.791539,-0.294353
0,1.54534,0.835779
0,-1.60494,0.14952
0,0.488894,-0.842142
0,-0.212655,-1.00661
0,-0.276486,-0.61051
0,-1.01139,-0.599902
0,0.0116732,-0.782497
0,0.410676,-1.124
0,0.445025,-0.826601
0,-0.307433,0.948424
0,-0.93648,-0.242858
0,1.33409,0.5373
0,0.782796,-0.402131
